agency_name_web_scraped_list,placeId,placeId_1,placeId_2,placeId_3,placeId_4,placeId_5,placeId_6,placeId_7,placeId_8,placeId_9,placeId_10,placeId_11,placeId_12,placeId_13,placeId_14,placeId_15,placeId_16,placeId_17,placeId_18,placeId_19,placeId_20
University of Washington Medical Center,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJEU9wSOwUkFQRxUjYrb-PTJE,ChIJX9qDiesUkFQRyHeZBAvA0Kw,ChIJEU9wSOwUkFQRwj3Ie3r66L0,ChIJI1Wxyk0RkFQRyQVF43TiAgs,ChIJjZ5AeOwUkFQRLS-DF-SBf78,ChIJgRSHytxrkFQR-UEehM07lI4,ChIJc4pdoo0UkFQRK4Q4_U59Ccg,ChIJYUF4ac8VkFQROXQ_gqKOd_w,,,,,,,,,,,,
University of Washington Maternal Fetal Medicine,ChIJRX_miesUkFQRohG0nTc5F04,ChIJRX_miesUkFQRohG0nTc5F04,,,,,,,,,,,,,,,,,,,
University of Washington,ChIJ6zWFnZIUkFQRoyu4AXksdGs,ChIJ6zWFnZIUkFQRoyu4AXksdGs,,,,,,,,,,,,,,,,,,,
University of Utah Pediatrics Primary Childrens Neurology,ChIJEzKEbMVfUocRbjeSkV1VCo0,ChIJEzKEbMVfUocRbjeSkV1VCo0,ChIJJcU2LZdfUocRTTm9uThKL8w,ChIJH8dSmJBfUocR5UNoRmoO30k,ChIJBb1px5ZfUocR5FW72LNKlsU,ChIJE7G-ZlhfUocRXP9wsOyJ9N0,ChIJhVo6_ydfUocRmxRB_EGpn0E,ChIJDfhF2VJfUocRmpz18uk0yYI,ChIJK_ZoMgNfUocRHbCoOnhM7nc,ChIJbeuXyy9fUocRC4c8kr6aWlQ,ChIJr2EKBfBfUocRrC2orKNDZFQ,ChIJDft-CSJfUocRIbXK7kSddv8,ChIJy3-EbFpfUocRXHBogc0N3rc,ChIJHbbG15ZfUocRdLxglPAItK8,ChIJHbbG15ZfUocRVsT2M3h775k,ChIJp6FbBYBfUocRBVI_BdZnfJY,,,,,
University of Utah Pediatric Endocrinology,ChIJj4gl4u9fUocR_DmLEL2jLUE,ChIJj4gl4u9fUocR_DmLEL2jLUE,ChIJ__YhSftfUocRdb8jY3KDMPw,ChIJcd1jvFGFUocR0Q6TWcgpN60,ChIJl0dQ9WiKUocRaYiv9kfNbfg,ChIJ7xS0qcRfUocRf1m4AbZ-Jiw,ChIJWx8-mJj1UocR0iHnp-GWbSI,ChIJCbCp6JBfUocRmL9kQbHHPjU,ChIJlzARLJdfUocRfYDyIgMhVFw,ChIJy8bdoyKGUocR9fhU0dgzSJM,,,,,,,,,,,
University of Utah Pain Clinic,ChIJa4UC0sRfUocRkC4omkJu4Fc,ChIJa4UC0sRfUocRkC4omkJu4Fc,ChIJQZmN2sRfUocRB7LEFTil1-E,ChIJoXvPJEWJUocRri7E2QVj2ys,ChIJo-MA0ZBfUocRXZNgydnC_ps,ChIJNWiTiJBfUocR-iNqwpMWH8I,,,,,,,,,,,,,,,
University of Utah Orthopedic,ChIJJTU6hcJfUocRbDBUWgXGvCo,ChIJJTU6hcJfUocRbDBUWgXGvCo,ChIJSQewdrBfUocRgKFTggo3CYY,ChIJX35r-70DU4cRWSXxsQ9P1PQ,ChIJy4ld7WFfUocRjcPyaMiXJsU,,,,,,,,,,,,,,,,
University of Utah Organ Transplant,ChIJXQMMEJdfUocR_hvFcZMXtjo,ChIJXQMMEJdfUocR_hvFcZMXtjo,,,,,,,,,,,,,,,,,,,
University of Utah Metabolic Genetics,ChIJ_zj7MDJfUocR88xexl32n-8,ChIJ_zj7MDJfUocR88xexl32n-8,,,,,,,,,,,,,,,,,,,
University of Utah Med. Cntr. GYN Oncology,ChIJK7bAALCLUocRxsfHA4pvYvo,ChIJK7bAALCLUocRxsfHA4pvYvo,ChIJEdt2jpdfUocR5PwX1TvP01k,,,,,,,,,,,,,,,,,,
University of Utah Madsen Health Center,ChIJFYLSn-lfUocRy0BJ0ZYrGZA,ChIJFYLSn-lfUocRy0BJ0ZYrGZA,,,,,,,,,,,,,,,,,,,
University of Utah Imagining & Neuroscience,ChIJDVdUsNtfUocRKX9AL1Sh-KI,ChIJDVdUsNtfUocRKX9AL1Sh-KI,ChIJBb1px5ZfUocR5FW72LNKlsU,ChIJc-xodZdfUocRU1fsX5B6d-E,,,,,,,,,,,,,,,,,
University of Utah Hospital Burn Trauma,ChIJeRv4g5BfUocRgn8pC_RAkm0,ChIJeRv4g5BfUocRgn8pC_RAkm0,,,,,,,,,,,,,,,,,,,
University of Utah Hospital,ChIJXQMMEJdfUocRo9JItrfIIlI,ChIJXQMMEJdfUocRo9JItrfIIlI,,,,,,,,,,,,,,,,,,,
University of Utah Farmington Health Center,ChIJv2HLojr_UocRFemx7SnIDS4,ChIJv2HLojr_UocRFemx7SnIDS4,ChIJUVJOwub-UocRhEmpBrw08io,,,,,,,,,,,,,,,,,,
University of Utah Diabetes and Endocrinology Center,ChIJ7xS0qcRfUocRO5I9j1tuSiw,ChIJ7xS0qcRfUocRO5I9j1tuSiw,,,,,,,,,,,,,,,,,,,
University of Utah Dept of Neurology,ChIJbTmrCpdfUocRQMTj2VR6UFw,ChIJbTmrCpdfUocRQMTj2VR6UFw,ChIJBb1px5ZfUocR5FW72LNKlsU,,,,,,,,,,,,,,,,,,
University of Utah Dept of Dermatology,ChIJ_fdAv5dfUocRVGHmqNoLLoI,ChIJ_fdAv5dfUocRVGHmqNoLLoI,ChIJB4OdYpWJUocRvwt0k_YJuUI,,,,,,,,,,,,,,,,,,
University of Utah Blood & Marrow Transplant,ChIJXQMMEJdfUocR_hvFcZMXtjo,ChIJXQMMEJdfUocR_hvFcZMXtjo,ChIJCWvkwJdfUocR-Qb1nFr0RMk,ChIJXQMMEJdfUocRo9JItrfIIlI,ChIJG_NN6OpfUocRbgk63tD8lN0,ChIJ2ai6LZZfUocRoY7rYM2iUPE,ChIJEdt2jpdfUocR5PwX1TvP01k,ChIJXR4Ux5ZfUocRRLjIU8KDzdw,ChIJv6TlAKyNUocRqPjSVioOJbI,ChIJ3-VwYgBfUocReU6tY3Z1cjs,ChIJa8EUzeb-UocRDMyVD9-dqL0,ChIJ5z8d6sxfUocRzgBGFkO9tfo,ChIJtVzT0PxfUocRwHafky7NVk4,ChIJHbbG15ZfUocRJqKrucn11aQ,ChIJ4eAyWZZfUocRTK0enSrRPs4,ChIJhQtpZj5fUocR0ZyobaumaP8,ChIJS0XEGyBgUocR7qrWQgtmJAo,ChIJdVtiZwBfUocR2PXBJ2vpClo,ChIJHbbG15ZfUocRdLxglPAItK8,ChIJK1ZQQZZfUocRZruIRqcEVdw,ChIJY3Nsa9tfUocRyk00cb5VUzc
University of Utah - Transplant Office,ChIJXQMMEJdfUocR_hvFcZMXtjo,ChIJXQMMEJdfUocR_hvFcZMXtjo,,,,,,,,,,,,,,,,,,,
University of Utah - South Jordan Health Center,ChIJUcOeXm6FUocRom9X_5lNzfM,ChIJUcOeXm6FUocRom9X_5lNzfM,ChIJta16cgCFUocRvqS2j3ak0xs,,,,,,,,,,,,,,,,,,
University of Utah - OBGYN,ChIJeRv4g5BfUocR_zKneLJAHuU,ChIJeRv4g5BfUocR_zKneLJAHuU,ChIJsx8AXJZfUocRW-ocQJ3-ZtQ,,,,,,,,,,,,,,,,,,
University of Texas SW Medical Ctr.,ChIJmeWIsAScToYRCxWy-DTqYy4,ChIJmeWIsAScToYRCxWy-DTqYy4,,,,,,,,,,,,,,,,,,,
University of Texas - Houston,ChIJmaG-jlq-QIYR50eCyn44nww,ChIJmaG-jlq-QIYR50eCyn44nww,ChIJrYUqx3LAQIYRaIkQm5BzMPs,,,,,,,,,,,,,,,,,,
University of NV School of Medicine,ChIJ_WwL2JLDyIARK2yX-iedQGE,ChIJ_WwL2JLDyIARK2yX-iedQGE,ChIJ_WwL2JLDyIARvQCaL8IfmIE,,,,,,,,,,,,,,,,,,
University of NM-Eye Clinic,ChIJE2V8QkMLIocRojPTGyLLG04,ChIJE2V8QkMLIocRojPTGyLLG04,,,,,,,,,,,,,,,,,,,
University of NM Transplant Services,ChIJD5GF58sLIocRb05LXdt-F8k,ChIJD5GF58sLIocRb05LXdt-F8k,,,,,,,,,,,,,,,,,,,
University of NM Cancer Center,ChIJt1pXKFYLIocRuL_O2Yi7F_I,ChIJt1pXKFYLIocRuL_O2Yi7F_I,,,,,,,,,,,,,,,,,,,
University of New Mexico Truman Health Services,ChIJs4Pj9SELIocRh2TVTVnhQiw,ChIJs4Pj9SELIocRh2TVTVnhQiw,,,,,,,,,,,,,,,,,,,
University of New Mexico Hospital,ChIJdYDs0c4MIocRmo0tuqOKzyE,ChIJdYDs0c4MIocRmo0tuqOKzyE,,,,,,,,,,,,,,,,,,,
University of Nevada School of Medicine Pediatrics,ChIJWZWr7jBHmYARr3aBulYJZto,ChIJWZWr7jBHmYARr3aBulYJZto,,,,,,,,,,,,,,,,,,,
University of Nevada School of Medicine,ChIJ_WwL2JLDyIARK2yX-iedQGE,ChIJ_WwL2JLDyIARK2yX-iedQGE,ChIJ_WwL2JLDyIARvQCaL8IfmIE,,,,,,,,,,,,,,,,,,
University of Nevada Reno,ChIJH9FLh9dGmYARGNb-koliheM,ChIJH9FLh9dGmYARGNb-koliheM,,,,,,,,,,,,,,,,,,,
University of Nebraska Medical Center,ChIJM_yth7iNk4cReAyidfEWc9I,ChIJM_yth7iNk4cReAyidfEWc9I,,,,,,,,,,,,,,,,,,,
University of Minnesota Transplant Center,ChIJp5qQZz0ts1IRJtk9Xk_-UN0,ChIJp5qQZz0ts1IRJtk9Xk_-UN0,ChIJu77d1iMts1IReaNNuzv7z28,ChIJ-aO3aT0ts1IRd8eD-84XzRI,,,,,,,,,,,,,,,,,
University of Minnesota Medical Center,ChIJO8cyHz0ts1IRpfzTrH4SF9o,ChIJO8cyHz0ts1IRpfzTrH4SF9o,ChIJAf7GITkts1IRkRsmLOEoskQ,ChIJRVObmT0ts1IRGxy3oVg21I0,ChIJEdpOyDgts1IRDOb8zmMNwhA,ChIJf6bgOAAts1IRwn3mjQ7gmK4,ChIJu77d1iMts1IRR51CVn9tVJo,ChIJE2GgHzkts1IRp7mFy4O0o5w,ChIJpy4Qmdisr1IRAjyJCXd0K_A,ChIJG9WTJzkts1IRrkDhkTFLRMc,ChIJl_2jTz8ts1IRcAr84o1nN6g,ChIJCRdRgRgts1IRftW5pKprzI8,ChIJ4-4bNT8ts1IRwtmSGXDvPlI,ChIJT4OQZz0ts1IRSBS2Ld4wJvs,ChIJu77d1iMts1IRbwe1Gwqkt90,,,,,,
University of Minnesota Amplate Children's Hospital,ChIJnxM5Kj0ts1IRwDBKUUAG7PI,ChIJnxM5Kj0ts1IRwDBKUUAG7PI,ChIJE2GgHzkts1IRvM4BZFsST5U,,,,,,,,,,,,,,,,,,
University of Michigan Health Service,ChIJc08tlkGuPIgRZYvlmFLLHO4,ChIJc08tlkGuPIgRZYvlmFLLHO4,,,,,,,,,,,,,,,,,,,
University of Kansas Hospital,ChIJ7b8ZkC7uwIcRUK3BBRwG5bw,ChIJ7b8ZkC7uwIcRUK3BBRwG5bw,,,,,,,,,,,,,,,,,,,
University of Iowa,ChIJ__-_SfJB5IcRYTLnsT_j0Us,ChIJ__-_SfJB5IcRYTLnsT_j0Us,,,,,,,,,,,,,,,,,,,
University of Hawaiʻi Maui College,,,,,,,,,,,,,,,,,,,,,
University of Colorado,ChIJwR6cajTsa4cR2TH0qKTVKAM,ChIJwR6cajTsa4cR2TH0qKTVKAM,ChIJnTn-iKBPE4cRxFjAYjnfypI,,,,,,,,,,,,,,,,,,
University of Chicago Hospital,ChIJSb3R6jspDogRuVDmSvtlq7g,ChIJSb3R6jspDogRuVDmSvtlq7g,ChIJUXqeZzkpDogRSKyBdGocLYE,ChIJuT8x2jspDogRZZRmdEAyQXM,ChIJ6dpUbjkpDogRMMdTfn3WYzY,ChIJYzVQ6jspDogRnWRXt391_lQ,ChIJ3y-rbzkpDogR3iELQ05pCC8,ChIJubXKe0cpDogRcn6GZNslyns,,,,,,,,,,,,,
University of California San Diego,ChIJT69MQcQG3IARpz6Rifyqtu8,ChIJT69MQcQG3IARpz6Rifyqtu8,,,,,,,,,,,,,,,,,,,
University of Arizona Medical Center,ChIJqYievqZx1oYR6r3xjxYjf0g,ChIJqYievqZx1oYR6r3xjxYjf0g,ChIJU8N2pBls1oYRjX-AuxhOuSk,,,,,,,,,,,,,,,,,,
University of Arizona Cancer Center - North Campus,ChIJXyLOSily1oYR2JKPbxgyuBY,ChIJXyLOSily1oYR2JKPbxgyuBY,,,,,,,,,,,,,,,,,,,
University Medical Center of Southern Nevada,ChIJwZbBe-vDyIARVcEfOBaLm_4,ChIJwZbBe-vDyIARVcEfOBaLm_4,,,,,,,,,,,,,,,,,,,
University Medical Center,ChIJf2y7Ue-lIIYRr1YVQHliQjI,ChIJf2y7Ue-lIIYRr1YVQHliQjI,ChIJ338S66cS_oYROP_HLZYRQ5k,ChIJwZbBe-vDyIARVcEfOBaLm_4,ChIJVVVVVRUEhogR7nAD_lwUwIs,ChIJ2134FOkyKIYRPgJQwTVb-aQ,ChIJg1Eka9Nb54YRtLaD5QRJPKc,ChIJqYievqZx1oYR6r3xjxYjf0g,ChIJVSW2JPldXIYR5YQfQaiWYC0,ChIJcbbYYNX-3YYRFcSM142o8aY,ChIJuYp6l1cN_oYROe9omleQcU8,ChIJPR_PtLT0UocR6G1s7bySYhQ,ChIJueYOycRC54YRvG5nLH7DOV4,ChIJ2-uIQGdTwokRAoaRjHm-Dt8,ChIJaak3ulgDyIkRJBKO0-jW0mQ,ChIJidv_PG3wwIcRNL7Q-UXN8Co,ChIJyefHelkhZIgROsOzyo8yBkg,ChIJGT6u0I6lIIYRkywBf35rwZY,ChIJL-x7guzDyIARXRE01rsSIG4,ChIJV5Sco5ezQYgRl6xuoSxbRcs,ChIJK1GqhZhmZIgRWn3D07flb_o
University Med. Ctr Solid Organ Transpla,ChIJK1Cqzf5dXIYRhVXg3uF7g_U,ChIJK1Cqzf5dXIYRhVXg3uF7g_U,ChIJXQMMEJdfUocR_hvFcZMXtjo,ChIJfc6srIysB4gRoFt-2twZxdc,ChIJxYA7SK3DyIARD045Z9TfvWw,ChIJXYHXbhqcToYRen9a7yuEUnk,ChIJv2JhxE5jbIcRSdDiJF6s3Is,ChIJEU9wSOwUkFQR92C7vZNLmSg,ChIJ08JOt9-tB4gRiQVrP1zw3PY,ChIJVVWleV8DyIkR_usa9Xo_2Zg,ChIJeSY4TBttAHwRWroRVctdCxs,ChIJVVWleV8DyIkRz74Aro73fuw,ChIJe26LKBmtB4gRnL5Kq9cuLbI,ChIJEU9wSOwUkFQRL9uwrUB454o,ChIJi7gt7UaGs4kRbEJEGsbyKHA,ChIJ6ftTEL-r3IAR_JnyToktq9w,ChIJIfT0MonlwIcRz8MafA0Hzhg,ChIJV7XnJzQNuIkRuXEFFDh4a2w,ChIJI2-_3CMRsYkRhlDy7eFz09A,ChIJxaiCLF6j6IgRJe2nsqygfdo,ChIJF9Zqqvt_1YcRDDdQK79TXwg
University Hospital of Colorado,ChIJDdDNZ7N8bIcRPAclTWgJig0,ChIJDdDNZ7N8bIcRPAclTWgJig0,,,,,,,,,,,,,,,,,,,
University Hospital Colorado ACP,ChIJDdDNZ7N8bIcRPAclTWgJig0,ChIJDdDNZ7N8bIcRPAclTWgJig0,ChIJLcNT_3JFE4cRmGQ9W8CdxbQ,ChIJQcuM5EtjbIcR2uhbQfja65M,,,,,,,,,,,,,,,,,
University Hospital Burn Clinic,ChIJeRv4g5BfUocRgn8pC_RAkm0,ChIJeRv4g5BfUocRgn8pC_RAkm0,ChIJf2y7Ue-lIIYRr1YVQHliQjI,ChIJATdEG9JjbIcRLxEzc84dZes,ChIJk_d3mZ6tB4gRbqBIX5g6JPM,ChIJ6QGJyezDyIARCThrvO62oGo,ChIJ0YtAjWiuPIgR7A99tpS4Ows,,,,,,,,,,,,,,
University Healthcare Centerville Health Center,ChIJBY7StGn4UocRQ7TAZyYaoWE,ChIJBY7StGn4UocRQ7TAZyYaoWE,,,,,,,,,,,,,,,,,,,
University Health System,ChIJVSW2JPldXIYR5YQfQaiWYC0,ChIJVSW2JPldXIYR5YQfQaiWYC0,ChIJE9KGOf9dXIYRDE4AkCneoOA,ChIJVSW2JPldXIYRWw-6V-D_g90,ChIJeYAag-JfXIYRaiPkXAW_TFw,ChIJ564Dq7T3XIYR5JlsQ7t-KaY,ChIJ338S66cS_oYROP_HLZYRQ5k,ChIJIxcMekfM-YgRW_Dzbk6u2Z8,ChIJmyKvD4O1RIYRfcDh9AoE9-c,ChIJVVVVVRUEhogR7nAD_lwUwIs,ChIJc08tlkGuPIgRZYvlmFLLHO4,ChIJbfK5zDRTBogR7Nz5xUdeltA,ChIJHZLkBeGx3IARKopTxijmbt8,ChIJWT-P5Yj7MIgRpu-rjrKBkFE,ChIJsfst6Lu33IcRLWFYqs6a4PM,ChIJ-z_BEWNdXIYRit-FHWGpA5o,ChIJ3U5lh6HSFogRfX7Lmgr4n4k,ChIJiRgD-cO22YgR6nAYQ4RwVYw,ChIJCy2nCFpdXIYRb7s0ow3MzXc,ChIJq6ra3SGmzokRMdYbPvk9PbU,ChIJ_9VYRABnXIYRT32Aj1PjkkY
University Health Center-Burn Clinic,ChIJeRv4g5BfUocRgn8pC_RAkm0,ChIJeRv4g5BfUocRgn8pC_RAkm0,ChIJk_d3mZ6tB4gRbqBIX5g6JPM,ChIJEUNM4Zyj6IgRnP-1OKCp6uk,ChIJ0YtAjWiuPIgR7A99tpS4Ows,ChIJV7abfYjX3IARfS3MwvJfvVI,ChIJVV-BTu7CrIkRYlYqhCT1JAo,,,,,,,,,,,,,,
Universal City Medical Group,ChIJL4mGjk--woARLkpsFdLkCLk,ChIJL4mGjk--woARLkpsFdLkCLk,,,,,,,,,,,,,,,,,,,
Univeristy of Wisconsin Health University Hospital,ChIJeae7SfKsB4gRqiyq2GJJuGs,ChIJeae7SfKsB4gRqiyq2GJJuGs,,,,,,,,,,,,,,,,,,,
Univeristy of Utah,ChIJG_NN6OpfUocRbgk63tD8lN0,ChIJG_NN6OpfUocRbgk63tD8lN0,,,,,,,,,,,,,,,,,,,
United Indian Health Services,ChIJ44Qwl1NX0VQRLexskwLHFoU,ChIJ44Qwl1NX0VQRLexskwLHFoU,,,,,,,,,,,,,,,,,,,
United Home Care,ChIJK7x18_Sw2YgRzlc9gSSJWLg,ChIJK7x18_Sw2YgRzlc9gSSJWLg,ChIJQayaB0-1xokRcJhBy1OIxRk,ChIJl9ZA3-wH2YgRj7MSxAhQYkU,ChIJO6tkvOQBrIkR8ux9KIygl4Q,ChIJq6pq0x4MlVQRFNt2uFBsG8Q,ChIJ_6zxArsVrYkRxn3nMN3_DM0,ChIJEcLQB0KCb4YR8QNnJTvMrPk,ChIJAWpQyRNNa4gRj4P1o6sgFI4,ChIJbUOSIpLLZ4YR6yrl9VtSxTk,ChIJqaEF_KOn2YgR4NQ8zi_zd9o,ChIJcRabCEm8rYkREGYQRIbjt4E,ChIJ52Xjh4Z1IocRsRiLZGbcIbA,ChIJhzh0cV3DqIkRpGn7HhV0EoA,ChIJF9My698RqYkReZMFmWLRjfQ,ChIJU1tvQKyVxokRDzg71PwZP-M,ChIJq9oo5CmEw1QRyVtezqcIWZk,ChIJhaakoeG_q4kRBZsSRHzYMCk,ChIJN3aCHT0TK4cR5sA9lfPP8fQ,ChIJcSigGI-1rYkR5RY4PHCqh78,ChIJx6HsyD2fVogRF2vr8VpYous
United Healthcare Community Plan of New Mexico,ChIJO2sfOcp1IocRTdGZUf9Sga4,ChIJO2sfOcp1IocRTdGZUf9Sga4,,,,,,,,,,,,,,,,,,,
United Healthcare,ChIJwYf0RRFItokRME03UQrwB0k,ChIJwYf0RRFItokRME03UQrwB0k,ChIJg1pT0ohKW4YRq2qvT2hKV3g,ChIJP6hZlSESK4cRSde6OnYfZdU,ChIJpW7sdY-qbIgRKW_KD9HUxTc,ChIJaaxJ5AgiTIYRhIiIpao_nQc,ChIJeRibOvjmQIYRzhA-qJ8j06g,ChIJT_uWhuFw54gRbRWW0ZIOXM4,ChIJkwbrP0lnwokRRKuz6qtNDN0,ChIJe_Fb_Z9O5IkRFaMZssZs0vo,ChIJO2i8sMEh9ocRAQvhs_sptXs,ChIJDTUFG8Uu3YARGpYYk1MGpHY,ChIJRapjmYPmwogR3gu1eSgKtDM,ChIJb2DpV1XSKYYRICmESeaJWWg,ChIJbX_9oYLqyIARZqYu8J2FAdM,,,,,,
United Health Group,ChIJeRibOvjmQIYRzhA-qJ8j06g,ChIJeRibOvjmQIYRzhA-qJ8j06g,ChIJGbQVeq5ZwokRXgCILuYahRs,ChIJjU2HETtNwYkRWbATg7B8I9E,ChIJJ6ll1TVhXIYR3eb3r39NcEM,ChIJg1pT0ohKW4YRq2qvT2hKV3g,ChIJeyK5J6GyFIgRGduc6NKLk58,ChIJgbV5-5CozokRwszsnBgXIUM,ChIJZ3Jn3ow3s1IRHoOntv4ucrs,ChIJP6hZlSESK4cRSde6OnYfZdU,ChIJNTlBSxYN3okRPSWxIah13YM,ChIJ24ESLsMv9YgR6E30hFNu7zw,ChIJLyMpxeWvxokRVNd8MW4wa7s,ChIJ3yOlSaAowokRIu2-8O4TeK8,ChIJt8tO9BYu34cRYa5P5Oy0Heo,ChIJdUZLr5q3t4kR4QUZ81yi_pY,ChIJfQXj3xdxToYR8oi6DBzNLjo,ChIJxSzCIQ2vD4gRDtT2FlGi5jU,ChIJaaxJ5AgiTIYRhIiIpao_nQc,ChIJ86JFLM_r9IgRFxGbZh_JFGs,ChIJBSTu1u2s2YgROHr5mhO1zQE
United Health Centers,ChIJp-4Jq0uCb4YRlbQ6RS9fGyo,ChIJp-4Jq0uCb4YRlbQ6RS9fGyo,ChIJb2byvPpplIARnVCjEMJXI6A,ChIJw5UhHENdlIARCDw134tfguI,ChIJ6e7x9BRflIARLDAWv759zB0,ChIJza5sQlVnlIAR7ydECXBhhoc,ChIJU9Zd32NdlIAR6DC1Q1XMFco,ChIJe2_YC1RnlIARNBZXXwuQizs,ChIJ3WdrALvilIARt859hiCNDYo,ChIJ3Tg6XNpflIARujsG0TeSQsk,ChIJO1nWOnbDlIARMw-ZL1OxWXE,ChIJk-vUYLtblIARePCIh_cH-cM,ChIJmQVvoh_xlIAR98CfimIY-d8,ChIJE1AJLm8vlYARudI6puvVAhw,ChIJoVZh0i56lIARr07iMGQK-ks,ChIJ14vIVA9plIAR8zMgJy1R5iQ,ChIJ8Xc-hEX4lIARH3filqgJKuQ,ChIJ6x-nctFflIARHO8rKWuOdto,ChIJYTU1ISHBlIARCFZBz9PXLJc,ChIJiRIB85_jlIARfBre6iqSnE4,ChIJLTpPqLT2lIARV1jYxvZFEqU
United General,ChIJHaDLXkhthVQRlYv0az7yHAs,ChIJHaDLXkhthVQRlYv0az7yHAs,,,,,,,,,,,,,,,,,,,
United Church of God,ChIJd4-Bykf6ZaAR8NzpamH3SR0,ChIJd4-Bykf6ZaAR8NzpamH3SR0,,,,,,,,,,,,,,,,,,,
United Blood Services,ChIJ__rMLKXL-4YRzemBJQOnq-U,ChIJ__rMLKXL-4YRzemBJQOnq-U,,,,,,,,,,,,,,,,,,,
United Blood Service,ChIJnRrCjVULIocR9dQZrpI26oA,ChIJnRrCjVULIocR9dQZrpI26oA,ChIJr90s5vrAyIARKpECu3da4qc,,,,,,,,,,,,,,,,,,
Union Square Medical Associates,ChIJO8LN4VpNwokR41DVFO19WYQ,ChIJO8LN4VpNwokR41DVFO19WYQ,,,,,,,,,,,,,,,,,,,
Union Rescue Mission,ChIJbSz6wjbGwoARwiW_5sSk9w4,ChIJbSz6wjbGwoARwiW_5sSk9w4,ChIJcf0aoI3iuocRieeJqKnPsv4,ChIJ7_G5j8-OyokR6vATM0OGKYQ,ChIJIYGkvqi70ocRzT5-JJ8W7Cs,ChIJE85jb-N654gRQdBSaKpuUpM,ChIJK8vw_C9654gRbfg23eqpVUw,ChIJv3AZeTUCyokRBDg--freMTo,ChIJS_UKGXsow4ARDp9qylMgsDc,,,,,,,,,,,,
Union Gospel Mission - Seattle,ChIJd1Hs6LpqkFQRlroQFOpi6MM,ChIJd1Hs6LpqkFQRlroQFOpi6MM,ChIJn6lAlQNCkFQR2MmzUjM5jlY,ChIJ3TWAxQNCkFQRTAyS-QtqxC0,ChIJjzmr3wNDkFQR5IiIL-I7zAw,ChIJq5FfiNNqkFQRPs09c5vKTq4,ChIJMSE2__1bkFQRZFoLuNp2ycc,ChIJVWKMHrtqkFQRCZp78samVMo,ChIJZx0lkqtekFQRt0-hXYf0NB0,ChIJv7DMH7tqkFQRr2A4QzDI6E4,,,,,,,,,,,
Underwood Home,ChIJAQDQhb8NllQRMww6zXFeI_Q,ChIJAQDQhb8NllQRMww6zXFeI_Q,ChIJwZsLl2tNlFQRsr6F0a-MKUs,ChIJT579Yd0NllQRC8LmC3BcKRs,ChIJ5WY1q2BBkFQRfrwFkrQZDxU,,,,,,,,,,,,,,,,
Unbefuddled,ChIJ-deNoYFMrlQRDnIWStZalSE,ChIJ-deNoYFMrlQRDnIWStZalSE,,,,,,,,,,,,,,,,,,,
Umpqua Medical Group,ChIJRTnbc6MixFQRo003HLI_H0A,ChIJRTnbc6MixFQRo003HLI_H0A,,,,,,,,,,,,,,,,,,,
Umpqua Community Health Center - Myrtle Creek,ChIJC3HbHzo0xFQRh62kB7h3ueU,ChIJC3HbHzo0xFQRh62kB7h3ueU,,,,,,,,,,,,,,,,,,,
UMC Rancho Rehab,ChIJzRTc_vs1w4ARNcCOq9mx_WI,ChIJzRTc_vs1w4ARNcCOq9mx_WI,ChIJ1V6AcyA434cRnovLBRo9iVA,ChIJwx_k7ovryIARbu_ezbfEJgA,ChIJT4HeFGd824ARZeiecQxmKnc,ChIJaXGjxZTDyIARx6cWJAsiodk,ChIJwZbBe-vDyIARVcEfOBaLm_4,ChIJ_dLgUCHHyIARSxyOsA4aGBk,ChIJV97I6OvDyIARcE5GoMENiQM,ChIJ90nbBWzqyIARJcsxfizE3ys,ChIJKQoBcOvDyIARH-_UjiNjIuk,ChIJIyepGW6_yIARH67mywV313k,ChIJ_TpmalnqyIAR9zguHeEtc6g,,,,,,,,
UMC Primary Care,ChIJ_dLgUCHHyIARSxyOsA4aGBk,ChIJ_dLgUCHHyIARSxyOsA4aGBk,ChIJC0m5-CPHyIARA5iiEVoQ-90,ChIJIyepGW6_yIARH67mywV313k,ChIJOy8vu2XbyIARKVf4RlfET1A,ChIJ2eDziBjAyIAR-CA-hKUTbR8,ChIJn-zNSUrCyIARW7UI58yqvtg,ChIJLQdwiBjAyIARRroM7p94LgA,ChIJj0qEJG6_yIARzmJJqHOfSks,ChIJ1fDe_yfpyIARTlM2DA4pe4M,ChIJ2cBl4T_ryIARPV_9agp-PUA,ChIJ41GPWcfIyIARoh1lr0pCgsI,ChIJ__NB4APMyIAR6iOx_KujVn0,ChIJj0qEJG6_yIAREPzmXL6cYws,ChIJ2cBl4T_ryIARplg83UZQ9uY,ChIJ47Xdj_rQyIARRgBN6M9bbnY,ChIJUXFpXSfbyIARs1I5US7dNKA,ChIJhb0nB1TpyIAR4DUPIv2bRkg,ChIJfVhLCgDDyIAR_ar9cchLfwA,,
Ultimate Living Medical Center,ChIJ_____zBdlIARwrVZ3n6Dmg8,ChIJ_____zBdlIARwrVZ3n6Dmg8,,,,,,,,,,,,,,,,,,,
Ulrich Batzdorf MD,ChIJMYX43oa8woARIZFJSazhbYw,ChIJMYX43oa8woARIZFJSazhbYw,,,,,,,,,,,,,,,,,,,
